cue_id,take_id,section,plan_start,plan_end,timing_method,take_anchor,voice_anchor,asset_id,asset_type,asset_path,source_master,asset_status,movement_rule,overlay_rule,sfx_key,edit_note
V102,EP07_TAKE_018,S7,07:25.25,07:29.62,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Studie Ägypten und Dänemark,Ägypten verorten,ORIG_ORIG_EGYPT_MAP_PD_full_map,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_EGYPT_MAP_PD_full_map.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_EGYPT_MAP_PD.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,RESEARCH_DESK,Hard cut within act; 0.35 s dissolve only at act boundary
V103,EP07_TAKE_018,S7,07:29.62,07:34.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Studie Ägypten und Dänemark,Dänemark verorten,ORIG_ORIG_DENMARK_MAP_PD_full_map,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_DENMARK_MAP_PD_full_map.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_DENMARK_MAP_PD.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,RESEARCH_DESK,Hard cut within act; 0.35 s dissolve only at act boundary
V104,EP07_TAKE_019,S7,07:34.00,07:38.17,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Zwei Deutungsräume,ägyptische Interviewumgebung,IMG035_EGYPT_INTERVIEW_CONTEXT,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG035_EGYPT_INTERVIEW_CONTEXT.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V105,EP07_TAKE_019,S7,07:38.17,07:42.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Zwei Deutungsräume,dänische Interviewumgebung,IMG036_DENMARK_INTERVIEW_CONTEXT,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG036_DENMARK_INTERVIEW_CONTEXT.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V106,EP07_TAKE_019,S7,07:42.33,07:46.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Zwei Deutungsräume,ägyptischer Quellenanker,ORIG_ORIG_EGYPT_SLEEP_PARALYSIS_SOURCE_source_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_EGYPT_SLEEP_PARALYSIS_SOURCE_source_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_EGYPT_SLEEP_PARALYSIS_SOURCE.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V107,EP07_TAKE_019,S7,07:46.50,07:50.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Zwei Deutungsräume,dänischer Quellenanker,ORIG_ORIG_DENMARK_SLEEP_PARALYSIS_SOURCE_source_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_DENMARK_SLEEP_PARALYSIS_SOURCE_source_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_DENMARK_SLEEP_PARALYSIS_SOURCE.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V108,EP07_TAKE_019,S7,07:50.67,07:54.83,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Zwei Deutungsräume,zwei Deutungsräume,IMG014_TWO_PEOPLE_SAME_BODY_DIFFERENT_MODEL,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG014_TWO_PEOPLE_SAME_BODY_DIFFERENT_MODEL.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V109,EP07_TAKE_019,S7,07:54.83,07:59.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Zwei Deutungsräume,gleiches Phänomen,IMG016_EGYPT_DENMARK_MATCHED_BEDROOMS,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG016_EGYPT_DENMARK_MATCHED_BEDROOMS.png,,READY,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Rekonstruktion,TWO_ROOMS,Hard cut within act; 0.35 s dissolve only at act boundary
V110,EP07_TAKE_020,S7,07:59.00,08:03.17,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Angst, Dauer und Häufigkeit",Angst und Häufigkeit,IMG017_FEAR_SLEEP_FEEDBACK_LOOP_BASE,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG017_FEAR_SLEEP_FEEDBACK_LOOP_BASE.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,CLINICAL_PULSE,Hard cut within act; 0.35 s dissolve only at act boundary
V111,EP07_TAKE_020,S7,08:03.17,08:07.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Angst, Dauer und Häufigkeit",Ergebnis im Originalpaper,ORIG_ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER_results_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER_results_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,CLINICAL_PULSE,Hard cut within act; 0.35 s dissolve only at act boundary
V112,EP07_TAKE_020,S7,08:07.33,08:11.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Angst, Dauer und Häufigkeit",REM-Messspur,SRC_EP07_REM_Polysomnography_30sec_rem_segment_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_REM_Polysomnography_30sec_rem_segment_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_REM_Polysomnography_30sec.png,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CLINICAL_PULSE,Hard cut within act; 0.35 s dissolve only at act boundary
V113,EP07_TAKE_020,S7,08:11.50,08:15.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Angst, Dauer und Häufigkeit",Schlaflabor als Realität,SRC_EP07_Sleep_Studies_NHLBI_Polysomnography_full_photo,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Sleep_Studies_NHLBI_Polysomnography_full_photo.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Sleep_Studies_NHLBI_Polysomnography.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,CLINICAL_PULSE,Hard cut within act; 0.35 s dissolve only at act boundary
V114,EP07_TAKE_020,S7,08:15.67,08:19.83,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Angst, Dauer und Häufigkeit",Kreislauf ohne Dämon,IMG037_FEAR_SLEEP_DAY_NIGHT_LOOP,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG037_FEAR_SLEEP_DAY_NIGHT_LOOP.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,CLINICAL_PULSE,Hard cut within act; 0.35 s dissolve only at act boundary
V115,EP07_TAKE_020,S7,08:19.83,08:24.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Angst, Dauer und Häufigkeit",Erzählung wird Körper,IMG018_STORY_BECOMES_BODY,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG018_STORY_BECOMES_BODY.png,,READY,HOLD_STATIC_0_TO_1_PERCENT,Kein Zusatztext,CLINICAL_PULSE,Hard cut within act; 0.35 s dissolve only at act boundary
V116,EP07_TAKE_021,S7,08:24.00,08:29.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkopplung,Rückkopplungsmodell,CARD005_FEEDBACK_LOOP,CARD,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\CARDS\CARD005_FEEDBACK_LOOP.png,,READY,LOCKED_STATIC_NO_ZOOM_NO_PAN_NO_DRIFT,Keine zusätzliche Typografie,FEEDBACK_RISE,Hard cut within act; 0.35 s dissolve only at act boundary
V117,EP07_TAKE_021,S7,08:29.50,08:33.40,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkopplung,Kreislauf wird sichtbar,CLIP004_FEEDBACK_ENTITY,TRANSFORM_CLIP,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\CLIP004_FEEDBACK_ENTITY.mp4,,READY,NATIVE_MOTION_NO_ADDITIONAL_CAMERA,Subjektive Visualisierung,FEEDBACK_RISE,Hard cut within act; 0.35 s dissolve only at act boundary
V118,EP07_TAKE_021,S7,08:33.40,08:37.30,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkopplung,Körperlicher Ausgangspunkt,IMG045_EXPECTATION_ENTERS_BODY,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG045_EXPECTATION_ENTERS_BODY.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,FEEDBACK_RISE,Hard cut within act; 0.35 s dissolve only at act boundary
V119,EP07_TAKE_021,S7,08:37.30,08:41.20,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkopplung,Messspur als Detail,SRC_EP07_REM_Polysomnography_30sec_micro_arousal_detail,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_REM_Polysomnography_30sec_micro_arousal_detail.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_REM_Polysomnography_30sec.png,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,FEEDBACK_RISE,Hard cut within act; 0.35 s dissolve only at act boundary
V120,EP07_TAKE_021,S7,08:41.20,08:45.10,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkopplung,Erwartung prägt Körper,IMG046_RAW_MATERIAL_TO_FORM,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG046_RAW_MATERIAL_TO_FORM.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,FEEDBACK_RISE,Hard cut within act; 0.35 s dissolve only at act boundary
V121,EP07_TAKE_021,S7,08:45.10,08:49.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkopplung,Studienzitat,ORIG_ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER_citation_block,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER_citation_block.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_JALAL_HINTON_EGYPT_DENMARK_PAPER.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,FEEDBACK_RISE,Hard cut within act; 0.35 s dissolve only at act boundary
V122,EP07_TAKE_022,S8,08:49.00,08:53.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkehr nach Salem,Salem-Schleife,IMG019_SALEM_LOOP_RETURN,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG019_SALEM_LOOP_RETURN.png,,READY,LOCKED_STATIC_SOURCE_COMPOSITE,Kein Zusatztext,COURT_RETURN,Hard cut within act; 0.35 s dissolve only at act boundary
V123,EP07_TAKE_022,S8,08:53.33,08:57.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkehr nach Salem,Comans Originalseite,SRC_EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692_p1_full_return,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692_p1_full_return.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Richard_Coman_Testimony_v_Bridget_Bishop_1692.pdf,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,COURT_RETURN,Hard cut within act; 0.35 s dissolve only at act boundary
V124,EP07_TAKE_022,S8,08:57.67,09:02.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkehr nach Salem,Bridget Bishop,SRC_EP07_Bridget_Bishop_lithograph_portrait_return,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Bridget_Bishop_lithograph_portrait_return.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Bridget_Bishop_lithograph.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,COURT_RETURN,Hard cut within act; 0.35 s dissolve only at act boundary
V125,EP07_TAKE_022,S8,09:02.00,09:06.33,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkehr nach Salem,öffentliche Anklage,SRC_EP07_Witchcraft_at_Salem_Village_1876_full_return_later_depiction,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Witchcraft_at_Salem_Village_1876_full_return_later_depiction.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Witchcraft_at_Salem_Village_1876.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,COURT_RETURN,Hard cut within act; 0.35 s dissolve only at act boundary
V126,EP07_TAKE_022,S8,09:06.33,09:10.67,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkehr nach Salem,Schatten werden Öffentlichkeit,IMG057_PUBLIC_MEMORY_SHADOWS,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG057_PUBLIC_MEMORY_SHADOWS.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,COURT_RETURN,Hard cut within act; 0.35 s dissolve only at act boundary
V127,EP07_TAKE_022,S8,09:10.67,09:15.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Rückkehr nach Salem,historische Konsequenz,SRC_EP07_Bridget_Bishop_execution_archive_scan_full_scan,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Bridget_Bishop_execution_archive_scan_full_scan.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Bridget_Bishop_execution_archive_scan.png,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,COURT_RETURN,Hard cut within act; 0.35 s dissolve only at act boundary
V128,EP07_TAKE_023,S8,09:15.00,09:19.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Körper, Kultur, Körper",Körper liefert Rohmaterial,IMG054_BODY_RAW_MATERIAL,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG054_BODY_RAW_MATERIAL.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,MATERIAL_BREATH,Hard cut within act; 0.35 s dissolve only at act boundary
V129,EP07_TAKE_023,S8,09:19.50,09:24.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Körper, Kultur, Körper",Erzählung wirkt zurück,IMG048_STORY_BODY_RETURN,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG048_STORY_BODY_RETURN.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,MATERIAL_BREATH,Hard cut within act; 0.35 s dissolve only at act boundary
V130,EP07_TAKE_023,S8,09:24.00,09:28.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Körper, Kultur, Körper",Erfahrung und Form verschränkt,IMG038_BODY_CULTURE_BRAID,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG038_BODY_CULTURE_BRAID.png,,MISSING_GENERATION,HOLD_STATIC_0_TO_1_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,MATERIAL_BREATH,Hard cut within act; 0.35 s dissolve only at act boundary
V131,EP07_TAKE_023,S8,09:28.50,09:33.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Körper, Kultur, Körper",Füsslis kulturelle Form,SRC_EP07_Fuseli_The_Nightmare_1781_full_return,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Fuseli_The_Nightmare_1781_full_return.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Fuseli_The_Nightmare_1781.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,MATERIAL_BREATH,Hard cut within act; 0.35 s dissolve only at act boundary
V132,EP07_TAKE_023,S8,09:33.00,09:37.50,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Körper, Kultur, Körper",Huffords Gegenmodell,ORIG_ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED_cover_return,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\ORIG_ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED_cover_return.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\ORIG_HUFFORD_TERROR_BOOK_COVER_LICENSED.png,MISSING_ACQUISITION,STATIC_CONTAIN_OR_SEMANTIC_CROP,Nur nach Rechteprüfung; Quelle und Jahr unten links,MATERIAL_BREATH,Hard cut within act; 0.35 s dissolve only at act boundary
V133,EP07_TAKE_023,S8,09:37.50,09:42.00,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,"Körper, Kultur, Körper",Erwartungskreislauf,IMG047_CULTURE_FEEDBACK_BRAID,GENERATED_STILL,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\03_GENERATED_OUTPUT\NanoBanana_Pro_2K_Series\IMG047_CULTURE_FEEDBACK_BRAID.png,,MISSING_GENERATION,GENTLE_ZOOM_1P5_TO_2P5_PERCENT,Bei historischer Szene: Rekonstruktion; sonst kein Overlay,MATERIAL_BREATH,Hard cut within act; 0.35 s dissolve only at act boundary
V134,EP07_TAKE_024,S8,09:42.00,09:46.17,PLAN_ESTIMATE_REPLACE_WITH_FORCED_ALIGNMENT,Langsame Überlieferung,Salem als langsamer Übertragungsraum,SRC_EP07_Salem_Village_1692_map_Upham_1866_full_return,ORIGINAL_SOURCE,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\04_EDITOR_DERIVATIVES\SRC_EP07_Salem_Village_1692_map_Upham_1866_full_return.png,C:\Users\iQPrinceps\Documents\Codex\Youtube Modelle des Geistes\06_PRODUCTION\EP07_SCHLAFPARALYSE_V4\IMAGE_GENERATION_KIT\02_ASSETS\EP07_Salem_Village_1692_map_Upham_1866.jpg,DERIVE_STATIC_FRAME,STATIC_CONTAIN_OR_SEMANTIC_CROP,Quelle und Jahr unten links; keine Bewegung,PRINT_TO_WIRE,Hard cut within act; 0.35 s dissolve only at act boundary
