asset_id,relative_path,bytes,sha256,status,provider_or_source,rights_status,visible_mode_badge,series_usage
GW-EN-0320,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0042.5.png,1906401,0e2d1e2a1b8e3d30475f15b938728f6c10966de42cc7344d5a0468d754fbd32f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0321,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0045.0.png,1906401,0e2d1e2a1b8e3d30475f15b938728f6c10966de42cc7344d5a0468d754fbd32f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0322,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0050.0.png,164613,fc7bb230ff708b37b37a002d855d90e5dd8e7ca5109ef712fa57ac6792a3031d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0323,03_VISUALS/QA/TIMELINE_FRAMES/GW_EN_HOOK_2_5S_CONTACT_SHEET_0055.0.png,1311787,2bfd35a933650d19ea324b57b142b3a69b7e50d691058d8ac832144bcc0820b2,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0324,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP01_THREE_TIMES_RECOMMENDATION_H_FINAL.png,1759261,c051790f6c24848e108169606c64bfe5703da93c30e75003f62fe8f406c6708f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0325,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP01_THREE_TIMES_RECOMMENDATION_H_FIRST.png,1582762,42d8a76f1df935093365ca9a1c4dbd982e1a782bc1c683b5464fd0843fc38fee,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0326,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP01_THREE_TIMES_RECOMMENDATION_H_MIDDLE.png,1605567,7a8f144d9651e39b434698bc622e05f32d76876a2d8c0ca03a8216acf2c9f3e6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0327,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP01_THREE_TIMES_RECOMMENDATION_H_Q1.png,1592078,333931efb372b82a1c47310eefe2faa7352953d6102f3a12f291ebd588354660,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0328,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP01_THREE_TIMES_RECOMMENDATION_H_Q3.png,1616124,817600bf744dc9ab16d3e906a664c177a486c9d744c21668619563accbbb9856,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0329,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP02_ARCHIVE_CHAIN_FINAL.png,152943,21da6e4b6ebcf8f86921e2b99574216342b18897d7771809fbdae529c539d2b9,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0330,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP02_ARCHIVE_CHAIN_FIRST.png,664578,fa6ccb865a226c0e83d82911352d3d6d1124a3ce025a29d0a38f5cab50d9fef8,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0331,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP02_ARCHIVE_CHAIN_MIDDLE.png,664635,675ebdd805434591c98d83ec32b30fe4ff746049266ef5376d9f2de4f5c52d57,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0332,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP02_ARCHIVE_CHAIN_Q1.png,664634,3c23dfc7597c0b99e1f36562601fd5e2ddd74391c2cc00e91a16e85246203af7,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0333,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP02_ARCHIVE_CHAIN_Q3.png,571481,d68eb333c583ceaf8743b1c9c9671023108ac755afd437a890b2db781ac7fbbf,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0334,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP03_MONROE_EXIT_FINAL.png,1917699,4b06c8c10270f6eabcacde8e2630e1cce8054f7993347aae01e92226b2ad5013,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0335,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP03_MONROE_EXIT_FIRST.png,1478075,ab1b688bf96e9846e6a63ef1818226345f777c7ae48c57d96e60bbf84263aa10,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0336,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP03_MONROE_EXIT_MIDDLE.png,1816616,3d2dd55f81dffb52980f99536b726f739d093383cee3bd483874d25fbb982a21,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0337,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP03_MONROE_EXIT_Q1.png,1544542,057d88780c004f6f25a19c9eac71dff8d0d0ceae4914ccf8e3bc6b93aaa00450,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0338,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP03_MONROE_EXIT_Q3.png,1947479,9bf92b05cb63c646ca3c815e20a4a1f3b67ea9e692b94e1ebdb7bb67d2095478,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0339,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP04_BEAT_RESONANCE_FINAL.png,252446,33e4a02380ac876d801babc8d5967c97880da76756907f4a8ed4b880a18b8a3b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0340,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP04_BEAT_RESONANCE_FIRST.png,80403,f22e245d074ba2cd2776d509643e8e1c19bd66405eca078fa6c076cd879a99c5,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0341,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP04_BEAT_RESONANCE_MIDDLE.png,164613,fc7bb230ff708b37b37a002d855d90e5dd8e7ca5109ef712fa57ac6792a3031d,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0342,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP04_BEAT_RESONANCE_Q1.png,135443,0fe04afc467994c250d469c2d3718b27c2ccc6db9122123ee6f0cba5095869af,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0343,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP04_BEAT_RESONANCE_Q3.png,258323,2cec2fe1e4f129165d7c5a6a76362c9d30bd84d83008e26accd8526f8ccaafcb,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0344,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP05_CROSSING_FINAL.png,3081155,8fb4f9af881a2b59afc2f57d8cf806b8f09dea4f6259e420586bf0cb21383068,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0345,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP05_CROSSING_FIRST.png,1404362,98074fc80870d266d9cbbc833eca5e73a925d9f66325b0fec8e05aebb42c568a,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0346,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP05_CROSSING_MIDDLE.png,2588420,9e8d9efe777580486a102138d4fa6504573eaf84346a21d40e50128b2c97184e,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0347,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP05_CROSSING_Q1.png,1661337,310cc9297a721ba55835e2ab2f7bafdedd3341d3f2d6b63642cb64ae0774a355,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0348,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP05_CROSSING_Q3.png,3060687,825fe7e364cd3193da507b97d97340367dda9ead095a03740e452b1964fb9374,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0349,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP06_FOCUS_WHEEL_FINAL.png,2482035,83ab9ae2c645b110ea6fc59354e58097c09409e455b4959056116711d9d2c6ec,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0350,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP06_FOCUS_WHEEL_FIRST.png,2047973,034059dc13d133d1be4b1366d8bc948c66d5e2a1de30fdcadd4563612f592006,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0351,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP06_FOCUS_WHEEL_MIDDLE.png,2296271,80ffa21bce8b83fbe5f0afb8d07a5a0f8e3eccb2b1a361c7ca06b4213ba73f47,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0352,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP06_FOCUS_WHEEL_Q1.png,2269396,c9585540a93257ea81ed4aaca21dcf33c154d183aaaf3456b79305cf3afb1adb,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0353,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP06_FOCUS_WHEEL_Q3.png,2424210,3462b83115adad73e4177ed8708cfcfb6dce7195c533979c00f2c358bdad3860,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0354,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP07_TEN_DIGITS_FINAL.png,1332438,a029e8459867b50b980b79491179f8ad73ae4ab7d8688b9d950dc54c9862354a,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0355,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP07_TEN_DIGITS_FIRST.png,1300170,b75268d636d7f02b0523172755dc6372c0a51d3fbcb9a38bdef43cf7c9f23dc3,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0356,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP07_TEN_DIGITS_MIDDLE.png,1311787,2bfd35a933650d19ea324b57b142b3a69b7e50d691058d8ac832144bcc0820b2,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0357,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP07_TEN_DIGITS_Q1.png,1305383,caf6c9fc6cbd8e01750260af1b4952b13cf59141b2c699d6a56ee90d1f49dc30,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0358,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP07_TEN_DIGITS_Q3.png,1340736,852e27ac89d079113677e793b54117d5ef5bd1ebb365a60ac8739329469aede2,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0359,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP09_NONPHYSICAL_DOCTRINE_FINAL.png,2294787,c73d422e20ae6830c76a91a480ad9f66d2a643521dece7c0b752c215f6e4584f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0360,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP09_NONPHYSICAL_DOCTRINE_FIRST.png,2027569,e96e9ed9d22263450075f9e368ece1a1538efc0ac00cbb0f95e72deb4fec83a6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0361,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP09_NONPHYSICAL_DOCTRINE_MIDDLE.png,2344160,3b8bc1b68c2c069c248f571460bca67d571bffd5ffe33b81549aa00f84751f1b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0362,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP09_NONPHYSICAL_PRESENCE_SAFE_FINAL.png,1887929,90812aae91a2bc5c10d16acaf6fa7ed88d69474e20c0806406b8692deac9c61a,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0363,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP09_NONPHYSICAL_PRESENCE_SAFE_FIRST.png,1861818,6a67ff95213e743495b21fb945e0bc58ac1b2381e6332aee2845aeccbd099cf6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0364,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP09_NONPHYSICAL_PRESENCE_SAFE_MIDDLE.png,1906401,0e2d1e2a1b8e3d30475f15b938728f6c10966de42cc7344d5a0468d754fbd32f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0365,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP09_NONPHYSICAL_PRESENCE_SAFE_Q1.png,1880228,0a135db03513a3772218cb91ebe781334b8b08e677bd57440c4e6bb55161541a,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0366,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP09_NONPHYSICAL_PRESENCE_SAFE_Q3.png,1894494,45561ad89863bc43986d0f798abde7a8fd275d0dbb42360156efba6c99794339,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0367,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP10_ZERO_ONE_HANDOFF_FINAL.png,124659,3033cde2431e27045f60767d342f415ec1208082a517487a09e4d505e37223f0,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0368,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP10_ZERO_ONE_HANDOFF_FIRST.png,153787,ca5d6d7e85d28ae5fe12320d949591ffaeebd8eabf5e903b62806465ce6c9ea6,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0369,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP10_ZERO_ONE_HANDOFF_MIDDLE.png,135978,f9d643a255c40bac79828e8f74e984fadd5fe1fa7062166c6c0336381873d170,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0370,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP10_ZERO_ONE_HANDOFF_Q1.png,150363,8380a2fbed557a4bfd87dd2da3e4ed610552e51672a56e1b513ce5e4907222ee,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0371,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP10_ZERO_ONE_HANDOFF_Q3.png,124251,4d74261b03820a16e27f621d2f04c45d7b8ab2eb5e53ca301583336575f91d52,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0372,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP12_THREE_INPUTS_PROGRESS_FINAL.png,1688048,40499710d37652c83229f6dba9c80c0c01d31fb5ed6f680c8b5452a3c533db82,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0373,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP12_THREE_INPUTS_PROGRESS_FIRST.png,1527273,a1de50c71ddbee28d763b8a06f4892d5442e0a90f785156d871b7748026f0777,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0374,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP12_THREE_INPUTS_PROGRESS_MIDDLE.png,1681547,575ed244c0e43ee3a82b384838e6b48542e63fff97da7b96a10057cc586e08ae,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0375,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP12_THREE_INPUTS_PROGRESS_Q1.png,1621936,55966d1a61e2059e9f5eb179c5234179255036a7a53cefb809fc0f8c1ed8bd1c,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0376,03_VISUALS/QA/VEO_FRAMES/GW_EN_CLIP12_THREE_INPUTS_PROGRESS_Q3.png,1690046,ca98d3189e34af5786c6108ffce92d85c404ecbc688df9412261164e3b8cf4e1,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0377,03_VISUALS/REJECTED/NATIVE/GW_EN_INNER13_PROOF_BOUNDARY_REJECTED_FAKE_DOCUMENT.png,1689859,211b1e10455795a68b4386cd36284227276cbc5baa34559d5f3d98fb5b062d4f,rejected_qa,project,project-owned,NO,EP02_ONLY
GW-EN-0378,03_VISUALS/REJECTED/VEO/GW_EN_CLIP09_NONPHYSICAL_DOCTRINE.mp4,13457651,fccad5918789998059fc56ab8d5b0b5efab4d032266a29d48b0b3d3b0f60a6b3,rejected_qa,project,project-owned,NO,EP02_ONLY
GW-EN-0379,03_VISUALS/VIEWER_LABEL_POLICY_OVERRIDE.md,3073,81809cb2b34c27e2add707c05dd71982e6d25362e2cb75b7c0f80b00741bd52c,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0380,03_VISUALS/VISUAL_RETENTION_PLAN.md,2786,b7964d633d0f9f4dc6222dbb04abad4aa7a8afd6ec2c99ae65e444f409f0285b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0381,04_AUDIO/.gitkeep,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0382,04_AUDIO/GW_EN_DUCKED_BED_STEM.wav,138538710,df41cb70a550af6e82f257aa60fdfe57e76019760c4135cd57bd7b70176657df,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0383,04_AUDIO/GW_EN_FINAL_MIX.wav,138538710,18d6bb0ac1e2c6b4f78ee1248f6ed535c4dcc84343c1f009147a3b352b56993f,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0384,04_AUDIO/GW_EN_ORIGINAL_SCORE.wav,92359148,e3937b8d6a6943daeafc9944a25ee1f841297144a9044ebda98ea3f4834e65d7,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0385,04_AUDIO/GW_EN_ORIGINAL_SFX.wav,92359148,86d90f08162ba74bc07f0e43c361521858caa15546b53d622853b122d5499704,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0386,04_AUDIO/GW_EN_PROCESSED_VOICE_STEM.wav,138538710,557f5f4dee07869a7a811ea6e494c1e34d05e30f0f6f1bbbe58e2ef64ea84ba4,accepted,project,project-owned,NO,EP02_ONLY
GW-EN-0387,04_VOICE/ALIGNMENT/GW_EN_SCRIBE_CONTENT_QA.json,399533,d73c7f030e5888a84c90ae004249a21f682762dfc33673b42c8d212372e710b1,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0388,04_VOICE/ALIGNMENT/GW_EN_VO_ALIGNMENT.json,929607,a25044b78a323c5697f20c92d7e2fc05948219c8c8703aa476a2ba1c43144b11,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0389,04_VOICE/audition_manifest.json,561,962dce1d3b8286643711bc61023b4e2d55d1478ab6dc7db836f152d09c39905d,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0390,04_VOICE/AUDITION_SELECTION.md,1045,037bbb38d50bfbf97b603dd55f00de5d52bf3cb858ba745535d362f1f658b725,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0391,04_VOICE/CANDIDATES/GW_EN_AUDITION_A_GEORGE.mp3,211949,378dbf9580e0d01f33e70795ad025074b418548a6419b271c4d81c248c5ae278,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0392,04_VOICE/CANDIDATES/GW_EN_AUDITION_A_GEORGE.mp3.json,789,ff125840559df9eaa6d468731750a5e323a4b0211a5ec5479a1c9e98bf1ef039,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0393,04_VOICE/CANDIDATES/GW_EN_AUDITION_B_GEORGE.mp3,227831,f3f5b56ce790734ac7846f35e26cb8084e099a68dbe3e6b02e6a31d0983f10cd,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0394,04_VOICE/CANDIDATES/GW_EN_AUDITION_B_GEORGE.mp3.json,777,cc42f8488b9495b285323ad0f7ddc41be6d4ef611f218d41edad6c297a4f5cb4,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0395,04_VOICE/CANDIDATES/GW_EN_PRONUNCIATION_PREFLIGHT_GEORGE.mp3,211949,378dbf9580e0d01f33e70795ad025074b418548a6419b271c4d81c248c5ae278,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0396,04_VOICE/CANDIDATES/GW_EN_PRONUNCIATION_PREFLIGHT_GEORGE.mp3.json,789,ff125840559df9eaa6d468731750a5e323a4b0211a5ec5479a1c9e98bf1ef039,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0397,04_VOICE/MASTER/concat.txt,1988,dbf6988c7ae6057173245912c4496addb49981b98f2df65cf0cadd4985fe82d7,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0398,04_VOICE/MASTER/gap_01.wav,60582,f69e9ab33c6ae15ff95d6f8799a11275a031c1f7d969b53ea392d1890cc55487,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0399,04_VOICE/MASTER/gap_02.wav,60582,f69e9ab33c6ae15ff95d6f8799a11275a031c1f7d969b53ea392d1890cc55487,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0400,04_VOICE/MASTER/gap_03.wav,60582,f69e9ab33c6ae15ff95d6f8799a11275a031c1f7d969b53ea392d1890cc55487,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0401,04_VOICE/MASTER/gap_04.wav,60582,f69e9ab33c6ae15ff95d6f8799a11275a031c1f7d969b53ea392d1890cc55487,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0402,04_VOICE/MASTER/gap_05.wav,60582,f69e9ab33c6ae15ff95d6f8799a11275a031c1f7d969b53ea392d1890cc55487,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0403,04_VOICE/MASTER/gap_06.wav,60582,f69e9ab33c6ae15ff95d6f8799a11275a031c1f7d969b53ea392d1890cc55487,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0404,04_VOICE/MASTER/GW_EN_VO_MASTER.wav,69269406,57f441eed5ebc57774fbf36a827b3a86b84e694020e70820a90bd4b97ca921f7,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0405,04_VOICE/MASTER/normalized_stems/GW_EN_TAKE_01.wav,9991000,7a3d56b6ae47eccc4d7d780ab4a283c495f00fdfb870630f73b1ecbde2a6dbce,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0406,04_VOICE/MASTER/normalized_stems/GW_EN_TAKE_02.wav,10305304,32a390a40eae4a6dde6c29eaf26bc6da3ba208497c7955259e6a83e4c8d0d7f2,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0407,04_VOICE/MASTER/normalized_stems/GW_EN_TAKE_03.wav,10492552,915d452b3d62e86b648f28cab2aaee0dafdc422ededbd4c78a1c9189fd81231e,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0408,04_VOICE/MASTER/normalized_stems/GW_EN_TAKE_04.wav,10358802,dc7572c7cb57db8315b03d8bfc0456a85be7bd944ce1cc325a686b3a1e88bd97,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0409,04_VOICE/MASTER/normalized_stems/GW_EN_TAKE_05.wav,10131432,38982d3a92d82235a66e1ebb86a780eef5af8be71f342c80ac2e27f4f73462f0,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0410,04_VOICE/MASTER/normalized_stems/GW_EN_TAKE_06.wav,10218370,8134ebb19550b004a84062f79b2fbf81b78ac1177f8fd42aa23b860caf0b71bc,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0411,04_VOICE/MASTER/normalized_stems/GW_EN_TAKE_07.wav,7409682,c100256750347d5dafbbfecf21fb7674dff460ad2c21094e6658d353a078acc0,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0412,04_VOICE/MASTER/raw_stems/GW_EN_TAKE_01.mp3,1110979,a6bfd46a650209ae0c72fa7002bbb9b89bbc7489b2027d451ef429fb5f40a9de,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0413,04_VOICE/MASTER/raw_stems/GW_EN_TAKE_02.mp3,1146088,f047a5f1db89004fcae0d50c7fbb00207949ef7e650ccefabeba97dcfdc399d8,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0414,04_VOICE/MASTER/raw_stems/GW_EN_TAKE_03.mp3,1166986,a2469f1bca9fa6663405256f15f89d98c128becbd6dd3c357d237fd5c6501023,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0415,04_VOICE/MASTER/raw_stems/GW_EN_TAKE_04.mp3,1151939,e01bc36d8387fdb76dc9b79d680b75b3d2de302cf451803ef484520183bac4c8,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0416,04_VOICE/MASTER/raw_stems/GW_EN_TAKE_05.mp3,1126862,b296e70cb3091446e13a07ad21b227aed638404e1e37d93793f238037d1f3786,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0417,04_VOICE/MASTER/raw_stems/GW_EN_TAKE_06.mp3,1136475,c62a3e9dbab9cebb1116c053536165bd453d055b0bd9dc73568ad01186ce5db0,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0418,04_VOICE/MASTER/raw_stems/GW_EN_TAKE_07.mp3,824259,dd9d563d79fd68bcfa61ce539bb2ff755da4635123fc07fe7717977507f2131b,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0419,04_VOICE/MASTER/raw_stems/manifest.json,5946,2c128b2a1eeeff1e2e44d40d7ad4f6e629c51045098eb796afef5d3b91fe5951,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0420,04_VOICE/MASTER/stem_report.json,2091,56376500e473f1e633e1379e4bfddff32f24428698b804f21040e88f6a31b723,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0421,04_VOICE/PICKUPS/PICKUP_STATUS.md,596,25a6f96c5df65dd4c11e2926154ec86d3e1d48a832ac6a3125c71a2eedf0dc21,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0422,04_VOICE/PRONUNCIATION_AND_PERFORMANCE.md,1366,e9318fcf71d796fd75b7f939bab5eadad3ae91d24c1dc9a311e8ef38eb4d3cc0,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0423,04_VOICE/pronunciation_test.txt,204,479ad04dfa758baef224fe345e9910c09fbd216d536002ce684cfba916663c6d,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0424,04_VOICE/SOURCE/GW_EN_TAKE_01.txt,1205,6813ec261b8cc5326efa565abb2ff6fcf239f318928c934b490ec731ea9b6469,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0425,04_VOICE/SOURCE/GW_EN_TAKE_02.txt,1216,32b54d689b169d9113865d8bdcf065c4f6c5461d7b81c41a4b010be2dc8be55b,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0426,04_VOICE/SOURCE/GW_EN_TAKE_03.txt,1238,ae195549c896889505b2d2da8f45549604cc5b0da770b01de2f5523c4e04c441,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0427,04_VOICE/SOURCE/GW_EN_TAKE_04.txt,1196,45cee88f42f5096faa6bc0cf389ba1299c9f998e8d90932118de27bac22274c0,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
GW-EN-0428,04_VOICE/SOURCE/GW_EN_TAKE_05.txt,1238,c630d64a6a010c4b58ac2ca2341fbb7d20ec1c66d4d47d24360710005a992e01,accepted,ElevenLabs / project voice pipeline,project-owned,NO,EP02_ONLY
